date,reported_cases,fever_reports,hospital_visits,temperature,humidity,population_mobility
2024-01-23,14,32,42,24.115238761428593,64.61162072260366,12.659326775701665
2024-01-24,13,22,45,30.816298704214713,83.25327203372649,21.384295323530175
2024-01-25,9,27,46,21.64081713983412,83.79809178833713,19.20353261113839
2024-01-26,16,34,34,29.831686084080232,84.0879169407817,13.222517239886551
2024-01-27,17,42,55,28.51704505747723,86.51082055969039,32.05868883273443
2024-01-28,17,37,45,21.57534038117408,82.85807434479395,12.794017858170696
2024-01-29,9,33,54,35.085636960664345,72.48182453063505,22.252981004664875
2024-01-30,19,33,57,26.989771745224928,75.63043406186574,18.47411669251936
2024-01-31,16,37,43,24.774181185932754,76.9989303529321,17.321158509884306
2024-02-01,11,30,50,23.408802573429504,76.90582496773604,28.209924417470933
2024-02-02,13,28,53,27.19118002750421,85.54450219275661,25.605613031420614
2024-02-03,12,36,48,27.68785695590461,81.7249336508684,18.497372774286376
2024-02-04,12,24,46,28.594466283133276,95.78010755085666,14.886224196065214
2024-02-05,11,30,56,27.607137875694868,96.78237997157336,16.70498627760024
2024-02-06,14,29,51,30.61168003215227,75.21787863138582,17.700950918173774
2024-02-07,10,36,41,27.758010806421723,35.75128337039093,25.747091544056325
2024-02-08,18,22,43,23.322260700005465,86.17547292983711,21.726060314707272
2024-02-09,14,33,51,28.882616739664066,68.08563972044138,26.017751433356985
2024-02-10,18,28,65,22.42905155323284,65.14985831666483,12.517150728357125
2024-02-11,16,34,55,30.790755308198897,68.84867500992956,26.71613572283316
2024-02-12,18,28,39,26.98661858278627,68.028361567991,29.52646955650524
2024-02-13,24,33,42,30.60673534724156,78.27248872114717,15.204269577741464
2024-02-14,7,26,47,34.24801645292882,56.20386795179469,24.7164918045715
2024-02-15,12,41,41,27.645628819970707,60.6629941233728,28.725484093345962
2024-02-16,21,35,45,33.85861810976297,74.50740976704888,16.172832860341074
2024-02-17,12,23,58,29.554491874380215,76.93464195142226,13.611680201126841
2024-02-18,14,28,56,36.290839750656545,76.74386012076079,20.779064006651087
2024-02-19,8,27,46,30.10912347585369,62.07529914959561,10.49339931666254
2024-02-20,4,29,49,28.853108170658356,59.774313383698995,26.60164453424556
2024-02-21,21,30,44,33.60293775444494,64.0961343236666,14.595267760081347
2024-02-22,15,26,50,30.397068577190726,71.16104471240465,17.91103899370153
2024-02-23,13,33,37,29.339836308964628,83.21136573078724,23.93667465766332
2024-02-24,25,29,43,30.586896770508762,47.47105557447002,22.94323986402581
2024-02-25,22,35,43,32.039266288561414,65.32165763926737,23.71252617188692
2024-02-26,14,36,64,36.34868869327077,53.78048437050159,15.180472024117641
2024-02-27,12,29,47,26.665296159108383,50.15809632617647,21.33946039737465
2024-02-28,11,26,34,32.67851806136842,75.91840107312765,25.176423788524094
2024-02-29,16,30,53,34.621967156875044,71.25857700426455,16.015113863659717
2024-03-01,9,29,65,33.461805099112425,69.86547752332535,32.83866198750389
2024-03-02,11,27,54,36.94144082924455,74.13565706452538,18.15798306631916
2024-03-03,20,25,50,32.91533958788807,59.678043285175185,10.234135775649015
2024-03-04,15,25,49,32.70735832259262,59.69440135140479,18.127631746191092
2024-03-05,8,39,46,35.156708837933245,85.4194722851949,28.60112019953711
2024-03-06,15,34,50,33.79240448963769,60.633826416086215,14.311149255162357
2024-03-07,14,22,42,32.433980977198125,69.98434725442361,13.953231507088752
2024-03-08,11,29,43,35.26035194153914,62.22658726043309,21.873964476151126
2024-03-09,14,30,54,31.856984436099573,43.206328185139526,13.587152941459697
2024-03-10,17,28,51,32.079593797629954,40.76530140570144,13.410635885626863
2024-03-11,7,34,50,32.423576367047026,54.94110496559474,14.8548385871269
2024-03-12,19,25,50,38.157048349627644,70.80813559173559,30.994259343880508
2024-03-13,11,24,43,24.52089674344999,67.64317910771949,22.619900490355697
2024-03-14,10,28,54,35.45264424871614,68.41128147348873,19.730151655568275
2024-03-15,18,27,39,34.446337841479256,48.907548279637275,15.1485128854779
2024-03-16,12,33,40,29.374335380370145,74.44163409414725,25.080169553241447
2024-03-17,15,34,50,35.41527940223082,48.13642091023021,23.336077851029376
2024-03-18,15,37,52,35.97821480326721,59.41373564957773,31.724976702179017
2024-03-19,9,33,49,36.38042452165851,56.679947666171266,14.254862456476319
2024-03-20,19,25,54,26.71224093345001,54.540701175745596,13.695143662477202
2024-03-21,11,27,45,38.818765289637454,69.15946884208104,10.324556486974389
2024-03-22,12,25,53,32.55389713722687,48.214839510983225,22.79161693857019
2024-03-23,16,20,57,36.86994487616933,41.26072899597476,20.889909667079756
2024-03-24,19,31,45,37.07220876835715,54.44616371857551,17.114256816499797
2024-03-25,21,29,54,32.2532418844111,49.736110573738394,10.259111162411749
2024-03-26,10,30,36,36.89464846046393,86.99526959075135,29.688362708135458
2024-03-27,19,19,51,33.782305219470615,59.47262306533099,20.548425035164183
2024-03-28,10,27,47,28.745743058607864,48.09944814475611,27.750602782775065
2024-03-29,17,24,42,38.4797570939168,41.11639401114722,28.604968620306295
2024-03-30,14,22,48,32.66361527954653,32.358784321077394,22.582887682557306
2024-03-31,19,22,45,32.4330471414842,40.39329206571236,23.62350276181638
2024-04-01,26,39,50,33.79066349193268,51.278523866478686,15.851497310984831
2024-04-02,17,36,46,35.815460055803236,63.88597763369743,20.028100822464456
2024-04-03,20,26,38,34.82138297784406,60.313282278471966,26.248332625883602
2024-04-04,10,24,43,36.62739650789702,50.87130666679087,14.868660740664415
2024-04-05,16,38,48,30.950289313394908,44.83306985949566,25.651480578979587
2024-04-06,11,26,49,32.72272441502035,50.23783170420888,25.12558568155301
2024-04-07,19,28,39,34.57858844954586,41.84901586316813,24.915704861114797
2024-04-08,17,31,53,40.59251461698734,63.70560196977378,19.592803186668885
2024-04-09,15,33,45,34.52527334466055,44.11765699122333,15.220412596681843
2024-04-10,14,27,43,38.08583064447,44.63495946719318,32.77670366365358
2024-04-11,15,35,43,34.904887755810414,22.83022698472978,29.091373012338458
2024-04-12,13,32,45,33.29292236738703,42.525700985041965,19.739027414067497
2024-04-13,9,31,53,33.954032102339035,52.338124725730374,20.90043842310321
2024-04-14,10,28,41,34.13489912339889,32.79107731771863,17.789532758999357
2024-04-15,14,16,47,36.392710166318146,35.45805496795963,10.552712407377017
2024-04-16,17,27,51,38.64290054809062,50.39140826079203,18.82098182926435
2024-04-17,13,24,53,35.531100771521196,27.198998609954273,22.642248949717025
2024-04-18,17,42,51,37.942000291034724,52.04723445698912,16.158956569997493
2024-04-19,17,35,45,31.41084573656764,35.65396686919906,17.501918926831337
2024-04-20,17,35,52,32.981532173740476,36.598579137414816,17.452014892117422
2024-04-21,11,32,44,31.968509548233314,28.75715258119839,20.111687011619573
2024-04-22,12,39,50,34.99655396705604,43.291038946742034,18.01671286518741
2024-04-23,12,32,62,32.883983810031445,63.62704414537569,14.62663496220227
2024-04-24,17,20,47,36.05367964399898,46.36429578660654,20.090431515544598
2024-04-25,13,27,58,30.970749255993585,29.430862952117963,22.27426901006176
2024-04-26,19,28,52,33.788162371377105,48.957847621427746,20.666746080951654
2024-04-27,17,32,57,35.61091076790703,33.96644640328303,10.275771766322766
2024-04-28,9,28,59,27.241681035901802,50.413504471137145,23.57010964261477
2024-04-29,14,24,48,39.685753761433006,44.27478183808056,13.246684719845119
2024-04-30,15,27,53,32.350727404963415,6.320052183271137,22.156451599336368
2024-05-01,29,32,59,27.000475039611306,25.25834367757794,22.460842680947696
2024-05-02,14,28,47,33.42141361647903,44.29502058670829,11.692051718598455
2024-05-03,12,25,49,32.91516295016686,35.924258356784726,25.379453124211437
2024-05-04,18,35,48,32.43305272157846,23.731263774492163,32.66331411494108
2024-05-05,19,27,48,35.512455530059555,27.198816096520254,17.665415369304256
2024-05-06,20,27,52,34.637647895139814,14.043112070858697,22.157868570006944
2024-05-07,17,32,40,33.14169934476028,31.797518628184207,16.719246606178746
2024-05-08,9,28,46,33.44766609665411,54.369053914250294,13.188779973051915
2024-05-09,13,23,59,31.629667608424977,39.89765181785779,26.14965425288721
2024-05-10,12,22,43,37.11122037390087,53.34402791400915,22.331666951436894
2024-05-11,18,40,51,27.185672565432327,39.86086856227938,15.52983483471559
2024-05-12,17,45,40,31.87728421450583,40.91435003664037,13.373401305351797
2024-05-13,21,34,51,31.48507630654647,49.98873933650883,33.25767995966975
2024-05-14,8,38,48,33.55817138092272,33.634833866396306,12.288762554842025
2024-05-15,19,30,52,28.411801679022616,27.610144136192883,23.303019961969987
2024-05-16,20,27,52,25.534135897949824,39.43528839831397,20.446420205552737
2024-05-17,16,34,45,31.054223199902257,43.27960202328508,24.527896513196342
2024-05-18,17,42,56,31.242909879960493,23.580339086262114,30.292658234000992
2024-05-19,20,32,47,34.68039937049819,20.809487028192315,7.722326662227072
2024-05-20,15,18,51,26.20987182422775,29.065442128168037,13.853479965078911
2024-05-21,13,29,47,33.291426658286454,35.650189247136204,18.635163304338345
2024-05-22,18,29,52,36.73306379062984,34.981145907610916,31.079308235447478
2024-05-23,21,44,53,28.298147556370076,12.430409588915218,16.9504925127618
2024-05-24,16,30,38,25.35644234097026,45.46690899571748,15.929058016996128
2024-05-25,16,39,44,27.803437849253747,19.62496951944058,8.98465582969638
2024-05-26,12,34,58,28.858793686501226,23.078840199865763,15.440250937769132
2024-05-27,9,27,56,30.29794764358561,16.403009800079396,23.049149257957083
2024-05-28,15,37,48,26.619654746638528,52.12018574413577,18.67288062333357
2024-05-29,24,32,43,32.84420218055182,27.272315546346512,15.317885748346862
2024-05-30,18,35,42,24.617353777404805,16.064021506399435,33.39657308727081
2024-05-31,17,28,56,22.523320408719385,32.94270562259432,17.636925517313923
2024-06-01,12,28,58,30.83875847454859,31.73214016220418,20.11098433813062
2024-06-02,15,29,65,20.470227513011785,21.908516655868777,15.01820635984682
2024-06-03,10,28,53,26.455003308489804,31.944626379158215,13.157656998438124
2024-06-04,27,24,53,36.19164379025102,15.046253098651057,24.015289321113663
2024-06-05,15,31,43,26.571651106377637,18.138515444480472,10.96062955220278
2024-06-06,16,26,51,23.012702147454554,2.742037757597462,22.424971246814774
2024-06-07,11,30,55,25.96814699087394,9.389246418682529,6.864857301320283
2024-06-08,11,43,40,25.751451783988408,40.49772896514857,21.421143283766273
2024-06-09,9,30,50,26.147569299118835,38.63654296140764,13.578645177499192
2024-06-10,19,30,62,27.41249490742537,22.689210091254225,14.486709861449041
2024-06-11,15,26,57,22.066851184957784,38.47799271967246,17.681274319769575
2024-06-12,22,22,47,30.003771399078346,20.07362986889098,12.821560625791642
2024-06-13,9,33,41,25.43194846715527,19.07436169057798,10.027789122548631
2024-06-14,9,31,52,26.63107442830777,21.91610383899789,18.243399080858396
2024-06-15,15,34,62,22.319011928721324,19.95280335697203,24.403064726238036
2024-06-16,15,34,54,27.814128801906726,18.909611493660886,20.77453727106416
2024-06-17,12,27,51,22.93417548077484,32.363686299763344,27.151399482862235
2024-06-18,14,22,48,24.287242593939787,22.307806422564177,10.437377076760663
2024-06-19,21,36,50,20.403495500035625,27.8166628610226,16.989933138636662
2024-06-20,16,28,43,19.959298467697288,30.89973044192436,19.54680763243568
2024-06-21,19,37,43,24.761114705242083,24.370579143339036,14.491112054409587
2024-06-22,17,37,54,21.111284703455606,10.697548754167913,19.816599268501733
2024-06-23,12,24,52,19.62551869128501,6.791914991248619,26.66893175485142
2024-06-24,16,24,46,20.00167263570765,21.737486751094366,22.629685194983857
2024-06-25,9,30,43,23.771744321977692,18.475039538665314,27.89228844417387
2024-06-26,14,24,46,19.530937663647173,21.00827311676696,21.147895116969867
2024-06-27,10,31,46,20.80783239369548,19.929424509763688,18.70563925284567
2024-06-28,18,33,61,20.94828241134817,45.89017056750991,30.403430978715384
2024-06-29,8,40,44,14.893286837037076,6.725513990519724,20.06787672022326
2024-06-30,23,26,46,15.973897387286463,0.11053784647341303,32.55958906851514
2024-07-01,17,34,59,21.137938621073047,23.32487956170813,25.561682982293625
2024-07-02,16,27,42,17.65980696321157,16.23688568063008,15.506732243151713
2024-07-03,16,31,50,22.782898130434255,23.17067924198418,18.112758010833254
2024-07-04,18,24,60,22.255087817683705,25.866606769773107,30.315914438512664
2024-07-05,21,34,61,21.254306838579456,32.89548091763321,27.154552509807168
2024-07-06,15,24,50,24.29851817343584,5.017706698410164,24.28612236895694
2024-07-07,12,32,53,18.33268076951246,14.567179848994112,23.44253550298725
2024-07-08,16,30,46,20.271760670886106,24.475215175722298,12.429772020555777
2024-07-09,10,27,35,16.315574408423185,27.95431635989356,13.349713100962104
2024-07-10,13,25,49,25.170121784808046,42.25506938377288,20.822568035158806
2024-07-11,17,24,49,23.50879576323031,29.957301724388948,35.70936602421912
2024-07-12,17,29,42,17.33914251766996,19.92083522792894,14.58588035439644
2024-07-13,13,29,50,18.209665342811928,11.681567659724426,17.72700765372177
2024-07-14,14,31,46,20.87507906649748,15.048946689494356,17.326429311498067
2024-07-15,21,40,37,16.103996432098505,14.879421653431073,23.0681869080167
2024-07-16,13,30,56,14.32479508038687,27.48204151340541,21.07791195043344
2024-07-17,13,34,55,18.66698686210054,23.631549185121013,26.47479869442539
2024-07-18,17,30,49,16.031857610262776,7.965523601785854,21.20473133546473
2024-07-19,13,39,56,16.098291059833443,16.991982663438016,20.69552572323848
2024-07-20,14,31,47,12.80058035675868,30.28394025077129,19.329549883317064
2024-07-21,21,30,53,9.90585632154184,25.190998284714603,27.769697088286417
2024-07-22,10,32,59,15.524242539576292,27.535124407901804,19.395714360186233
2024-07-23,17,30,56,17.289180163536134,25.86054070533721,15.359275033770746
2024-07-24,13,20,60,13.656960274712405,38.486564030273115,23.80198304212059
2024-07-25,14,36,50,18.405434408829613,24.78185154668536,18.64445074643182
2024-07-26,17,24,37,11.747911641519064,18.768529282171208,25.46096896422799
2024-07-27,13,35,64,10.460881535558958,13.686653891922422,6.8089709423865195
2024-07-28,17,31,52,13.190527313154167,25.5637927760701,28.72684972137386
2024-07-29,15,15,39,12.913621871319236,-1.1078674407911073,18.124679895452353
2024-07-30,14,36,55,15.242513578897709,21.695669232997247,28.391949497815745
2024-07-31,10,17,46,10.381020921177699,21.727388292454155,25.672399954424446
2024-08-01,18,36,45,16.585655508758073,10.396073832930965,16.205694888858222
2024-08-02,13,29,64,18.15981502228699,15.020811736409936,14.673291486683045
2024-08-03,16,29,48,11.921617196666,32.67034761469741,14.290949421422917
2024-08-04,25,31,47,15.57052468244318,27.158726334216382,13.248744553921584
2024-08-05,14,27,53,8.436669851971565,26.1547807218382,27.492578349627745
2024-08-06,15,28,34,14.619080604980876,28.493028739277797,18.206358672996537
2024-08-07,16,32,51,14.3250504412913,26.65576604824083,31.82396860705382
2024-08-08,49,82,143,13.565950892195811,38.46524444199214,15.586824637098703
2024-08-09,42,91,123,10.724041733939224,27.585140142120725,16.507627007789168
2024-08-10,24,107,123,1.705810957336416,12.089954452603612,22.720378809196312
2024-08-11,56,85,143,8.44399787049515,43.30153506973931,31.273847138955762
2024-08-12,56,60,171,8.294906588809912,31.038603251108086,16.27767820249115
2024-08-13,49,123,109,7.044277222615569,21.784344495908456,24.739969406871133
2024-08-14,52,98,176,10.155127871485965,15.491160668642467,19.37148531018452
2024-08-15,56,85,140,8.343891260131649,32.339127722964555,22.8061836613666
2024-08-16,56,98,106,6.942409819097286,27.569479602322453,14.937858591026874
2024-08-17,49,69,174,6.058445850117138,44.85018109241783,23.919691620326695
2024-08-18,52,142,148,6.910097732247031,26.023344544593378,17.748113400415477
2024-08-19,74,101,146,12.246167472820849,21.488393376149425,16.748565181219902
2024-08-20,52,98,154,6.726922423137399,39.20591464141776,19.129631118598073
2024-08-21,35,98,137,6.996854688842053,39.892375530281825,23.24672925161407
2024-08-22,35,88,118,7.006646534424632,32.72341134048158,18.376958992187937
2024-08-23,80,101,129,9.23223271524753,38.20342837887397,16.800104176503176
2024-08-24,52,101,118,9.426005508846387,31.471446703112044,18.56812783626447
2024-08-25,56,85,115,-1.2311688125436273,34.60080766418509,18.426215053191918
2024-08-26,42,123,123,10.816834869794086,44.331160329087446,22.648441824684816
2024-08-27,63,104,126,11.913791121872624,39.358661611967406,17.139719806429476
2024-08-28,52,76,168,4.310558196635448,31.841966868132186,17.005865531751557
2024-08-29,16,30,52,4.4043694054995335,47.492448710832235,14.978918478342642
2024-08-30,19,32,48,5.834407290417773,10.759131907419395,23.105338517081254
2024-08-31,11,27,53,4.784856020881509,55.371901472573796,20.19999320967135
2024-09-01,20,25,45,7.59618584119999,18.239549058220828,27.714443965168122
2024-09-02,14,25,39,0.9602410813203761,29.48053959026557,26.565014446463998
2024-09-03,17,29,50,3.3253573364473894,35.79884246448611,20.820542418362493
2024-09-04,17,29,44,11.1800022395011,35.203847949579995,18.757070994479015
2024-09-05,12,38,46,3.6650030630856936,47.19735226289094,19.39076588444158
2024-09-06,19,31,47,10.071215382895524,27.023275580410512,15.909780496631035
2024-09-07,17,28,61,7.3022601958795015,40.681383746354015,15.028455812861493
2024-09-08,12,33,49,0.7078360233388272,32.767202409802636,14.362743321749214
2024-09-09,18,41,60,7.945128620078931,41.97973408845613,18.269816786964565
2024-09-10,18,27,65,5.593777898989974,38.8628537444843,8.073082024939227
2024-09-11,17,25,47,4.492181680394476,40.92529315928417,30.870400173205823
2024-09-12,20,34,51,6.5094475793334485,34.985013017683244,33.78562696730953
2024-09-13,9,28,48,7.11868550724369,35.87476626996912,13.870420159716653
2024-09-14,8,32,55,7.74200821111441,44.34194952184422,33.60672394223581
2024-09-15,14,35,64,9.082700314181775,51.40272590269516,13.931056521902502
2024-09-16,13,37,44,6.70534099297411,36.48150474147697,19.424848952540938
2024-09-17,15,42,31,1.291324784204999,34.277582867158515,21.83540257127008
2024-09-18,8,27,40,3.93890536756091,49.60290474482241,19.955589236100394
2024-09-19,6,28,45,14.134939631123522,43.648244415503925,16.26337447039357
2024-09-20,14,29,44,7.429574901445448,52.785030790129085,16.01859119596634
2024-09-21,12,25,39,12.318639652977035,35.930479101225,24.826891855726863
2024-09-22,14,27,44,9.35613839311245,27.703948795426047,27.976698198851285
2024-09-23,13,24,61,5.858695254765426,40.6795179857108,10.702546227555564
2024-09-24,11,28,47,6.005368470332134,38.85843591948494,20.943074950434248
2024-09-25,13,31,48,4.9636802138590035,46.24751183721085,23.3029807062467
2024-09-26,10,23,49,-0.16329737385204712,41.181255997383296,20.48909283922512
2024-09-27,15,33,65,5.085384344423793,55.474916029884966,12.258645260301625
2024-09-28,16,33,51,8.648827923851087,45.69885572610193,22.72385795954622
2024-09-29,8,30,43,3.207885805226029,50.601135842331686,26.743980237798805
2024-09-30,12,33,42,6.237109117364361,51.189036702159186,14.904548326277709
2024-10-01,16,30,52,7.554912041636741,52.0786570730093,16.206963687132713
2024-10-02,10,34,47,2.274431152364212,50.40419181853692,20.60406034356613
2024-10-03,12,29,51,3.6573412383737534,56.26767533086844,18.919634355287542
2024-10-04,12,28,37,1.969734211235055,43.72095836475997,16.234097452032966
2024-10-05,16,33,57,2.5736285833094446,66.1870331634812,13.136639369222596
2024-10-06,18,37,58,1.1983992068331286,50.3421744672458,16.663779157854208
2024-10-07,6,20,40,2.3853860124566393,40.105949020938084,9.366351583916614
2024-10-08,17,29,46,9.37503390112453,55.61511148652129,23.432413739112167
2024-10-09,19,25,57,2.4045814864188277,45.73440403203642,15.440922211235918
2024-10-10,12,31,50,5.569136021272277,61.41012689818286,24.60905950603078
2024-10-11,13,26,48,3.7242864877057498,77.36200047306657,18.024684536574625
2024-10-12,13,37,41,8.817000757036677,47.907826543546435,20.224161416686186
2024-10-13,20,24,35,9.265761767225994,59.60316271113122,11.316483915636892
2024-10-14,14,27,43,7.980703118830526,39.22841467820237,23.9801977608031
2024-10-15,9,29,47,6.367444831535652,61.824543957291425,40.14977678251133
2024-10-16,15,24,58,4.820722324654484,48.928215914097066,17.172981211091493
2024-10-17,17,41,64,2.00742912934174,52.0345630085793,20.105059331990457
2024-10-18,18,29,51,11.487064244488007,47.76514517060211,20.89908302327274
2024-10-19,12,21,53,3.4551332023150336,66.59202209179581,12.59065451800352
2024-10-20,18,26,53,7.806993229691379,69.83330611609195,13.680435369702742
2024-10-21,6,16,35,9.08085584874175,60.48097522162074,22.87689797766403
2024-10-22,24,35,51,4.326600076940122,52.086680111636454,14.90733118053225
2024-10-23,14,29,43,9.20091232825994,77.10682180475266,17.975602643578142
2024-10-24,11,29,46,8.478070294267049,54.18481220837713,20.23884828148734
2024-10-25,13,35,41,11.471971683365286,40.542448851525464,23.136274818767752
2024-10-26,18,29,57,4.986753408680324,67.2169162234534,18.284530845665557
2024-10-27,11,30,50,2.6479449033771942,52.05179022226666,18.43579871380068
2024-10-28,15,27,54,5.103810536773224,73.44825405296086,37.92840052721165
2024-10-29,11,30,45,7.365547978452522,60.20939954800576,25.861929326964127
2024-10-30,16,23,52,7.036262604091503,70.51236465827849,17.323312372666855
2024-10-31,10,26,45,5.807840990232395,78.94040213273703,18.503942049930536
2024-11-01,18,21,41,1.3909482489312213,53.28255371764542,32.92750683894885
2024-11-02,17,29,48,8.664192615474391,60.152959950347125,23.162355329473698
2024-11-03,18,26,60,13.307757352729443,65.49212389310891,26.93127564741518
2024-11-04,21,21,51,8.925194318881903,82.05603629005476,17.184158846466676
2024-11-05,13,27,54,9.505258257624305,60.52344160134905,16.55411382029626
2024-11-06,9,39,40,9.544250033354862,61.58390824936094,30.22894231662308
2024-11-07,12,21,53,9.17072368702705,72.72683318773561,18.942363385500176
2024-11-08,13,44,42,10.93081304925262,62.58430478095597,18.84875670654351
2024-11-09,10,29,64,9.481683277495353,70.28757601853356,16.828530598443287
2024-11-10,15,26,56,7.520746087781086,53.647108451864455,26.58704377929162
2024-11-11,15,30,57,6.237446142795312,91.70026930192734,27.44145515207335
2024-11-12,25,37,52,8.048497718709651,56.46856963583462,20.562747421698596
2024-11-13,17,32,45,9.911133144892217,67.11091663149855,13.410626309807483
2024-11-14,18,31,50,8.197090542192388,70.38039128886824,16.23436109605494
2024-11-15,10,32,47,10.268166715167661,90.20270556864261,28.374079861391667
2024-11-16,18,35,47,10.82557549532653,58.19174377196143,20.716972884686594
2024-11-17,10,28,61,12.193746785455518,91.6352670978444,26.673510895017262
2024-11-18,18,29,47,13.731730624022768,79.7215588311134,21.91211027568962
2024-11-19,13,30,53,10.309502981802403,76.66574528036956,13.984980450126338
2024-11-20,20,31,63,6.347226889032296,62.98679088964364,22.65987579263115
2024-11-21,18,36,66,9.43320319618976,78.87610995535569,19.084406199637534
2024-11-22,14,25,52,10.801486475606772,66.25453688611383,16.37680393012672
2024-11-23,8,26,60,5.365540679741818,86.47376080054855,16.823352162579976
2024-11-24,12,32,54,15.24509325589597,64.40721856390724,26.45394675822524
2024-11-25,18,29,41,11.715129635724395,73.28979786068567,20.936515408482027
2024-11-26,25,31,60,12.643532159374093,69.16495929259494,20.470573210648265
2024-11-27,13,23,41,15.810049690064501,65.13144353088711,31.228008738994617
2024-11-28,11,37,52,10.039493936498454,82.70144428972263,15.516466302239822
2024-11-29,16,34,45,13.87089168216882,80.91691310713556,18.797282754985797
2024-11-30,16,21,48,12.040343472912602,87.91893246567979,15.929292389998372
2024-12-01,19,28,50,12.041106146552552,58.28893059831659,22.520707261240858
2024-12-02,14,43,62,10.502415234849996,86.98050956443706,20.586416067206507
2024-12-03,12,27,55,18.04355557751682,101.6366076995931,17.29329207927791
2024-12-04,22,45,43,12.150059753667122,72.30114700380821,17.963426105362064
2024-12-05,15,27,54,15.606758852430625,95.99653664504623,25.6043383417108
2024-12-06,17,33,49,8.117073798399463,74.63291639958686,27.688939997375563
2024-12-07,10,34,56,17.517645750979735,63.75183127240554,16.21069700707259
2024-12-08,16,18,53,17.37168237421703,74.62286204114662,40.756400997925745
2024-12-09,15,28,45,14.746434187531767,88.35628201884798,12.478251660858197
2024-12-10,15,30,40,14.01403076894065,69.67927365607915,13.80928023238171
2024-12-11,8,24,43,16.13715652292899,72.23613293532051,17.714859715184023
2024-12-12,19,29,61,22.047327057255384,84.34502691521418,15.25239920157189
2024-12-13,15,33,55,10.136471533445185,78.60192843929761,14.67290278473643
2024-12-14,6,32,51,18.018845669513265,84.57078517551858,27.468751018338054
2024-12-15,14,33,56,13.18577573052672,81.24756773120782,22.77816902054617
2024-12-16,20,31,54,16.109945384358006,83.80168760367405,19.91578634207058
2024-12-17,25,25,58,15.676268152674755,74.80998969839311,16.404438555461386
2024-12-18,16,29,53,15.386222531544238,81.56924538801975,13.991400847338085
2024-12-19,14,20,54,16.892037114812503,70.08847234204812,13.788074843046587
2024-12-20,8,27,49,13.774085916517935,92.34810440107388,27.425089119640624
2024-12-21,18,31,49,20.518144145661754,73.21385603450868,27.062000893089053
2024-12-22,15,26,50,12.302937156439988,90.92915484540482,17.844526611096914
2024-12-23,12,25,57,19.560111956786052,77.37990395413803,12.151225243553005
2024-12-24,17,33,44,17.217271768905988,81.80245178130541,23.395272936031766
2024-12-25,16,28,58,14.9406998568661,74.89047908843861,17.865006164881652
2024-12-26,15,35,50,19.317678130734365,69.72899093635793,25.955059199706614
2024-12-27,22,20,47,14.297110337845737,62.48130528314454,13.717782637875523
2024-12-28,17,26,44,19.34484645681011,69.40676290272968,19.86654490816528
2024-12-29,13,36,57,15.215045102224154,76.74313349003192,13.326872011097732
2024-12-30,18,33,45,21.12561591061597,82.11434696456233,15.383035118832645
